zeta psi sigma beta psi_prime sigma_prime beta_prime psi_prime2 beta_prime2 sigma_prime2 leftWidth rightWidth x y z xR yR zR xL yL zL xAbs yAbs zAbs xRAbs yRAbs zRAbs xLAbs yLAbs zLAbs kappa nu tau kappa_prime nu_prime tau_prime
1518.121563 -4.583611 -0.000000 -0.000000 -0.000058 -0.000000 -0.000000 0.000002 -0.000000 -0.000000 5.907702 5.907702 -36.471613 -139.601060 -0.000000 -42.330397 -140.359741 -0.000000 -30.612830 -138.842379 -0.000000 275336.030250 -4991862.530586 0.000000 275330.171466 -4991863.289267 0.000000 275341.889034 -4991861.771904 0.000000 -0.000058 0.000000 0.000000 0.000002 0.000000 0.000000
1518.454858 -4.583630 -0.000000 -0.000000 -0.000058 -0.000000 -0.000000 0.000002 -0.000000 -0.000000 5.906292 5.906292 -36.514413 -139.270524 -0.000000 -42.371813 -140.028911 -0.000000 -30.657013 -138.512137 -0.000000 275335.987451 -4991862.200051 0.000000 275330.130051 -4991862.958437 0.000000 275341.844851 -4991861.441663 0.000000 -0.000058 0.000000 0.000000 0.000002 0.000000 0.000000
1518.788153 -4.583649 -0.000000 -0.000000 -0.000057 -0.000000 -0.000000 0.000002 -0.000000 -0.000000 5.904876 5.904876 -36.557206 -138.939988 -0.000000 -42.413216 -139.698082 -0.000000 -30.701195 -138.181894 -0.000000 275335.944657 -4991861.869514 0.000000 275330.088648 -4991862.627606 0.000000 275341.800669 -4991861.111419 0.000000 -0.000057 0.000000 0.000000 0.000002 0.000000 0.000000
1519.121448 -4.583668 -0.000000 -0.000000 -0.000056 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.903456 5.903456 -36.599992 -138.609451 -0.000000 -42.454608 -139.367252 -0.000000 -30.745377 -137.851650 -0.000000 275335.901870 -4991861.538976 0.000000 275330.047255 -4991862.296777 0.000000 275341.756487 -4991860.781175 0.000000 -0.000056 0.000000 0.000000 0.000003 0.000000 0.000000
1519.454743 -4.583687 -0.000000 -0.000000 -0.000055 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.902030 5.902030 -36.642773 -138.278913 -0.000000 -42.495989 -139.036422 -0.000000 -30.789557 -137.521403 -0.000000 275335.859090 -4991861.208438 0.000000 275330.005874 -4991861.965947 0.000000 275341.712306 -4991860.450929 0.000000 -0.000055 0.000000 0.000000 0.000003 0.000000 0.000000
1519.788038 -4.583705 -0.000000 -0.000000 -0.000054 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.900600 5.900600 -36.685548 -137.948374 -0.000000 -42.537360 -138.705593 -0.000000 -30.833735 -137.191155 -0.000000 275335.816315 -4991860.877899 0.000000 275329.964503 -4991861.635119 0.000000 275341.668128 -4991860.120681 0.000000 -0.000054 0.000000 0.000000 0.000003 0.000000 0.000000
1520.121333 -4.583723 -0.000000 -0.000000 -0.000053 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.899167 5.899167 -36.728316 -137.617834 -0.000000 -42.578720 -138.374764 -0.000000 -30.877912 -136.860904 -0.000000 275335.773547 -4991860.547359 0.000000 275329.923143 -4991861.304290 0.000000 275341.623951 -4991859.790430 0.000000 -0.000053 0.000000 0.000000 0.000003 0.000000 0.000000
1520.454628 -4.583741 -0.000000 -0.000000 -0.000052 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.897730 5.897730 -36.771079 -137.287294 -0.000000 -42.620071 -138.043936 -0.000000 -30.922086 -136.530651 -0.000000 275335.730784 -4991860.216819 0.000000 275329.881792 -4991860.973463 0.000000 275341.579777 -4991859.460177 0.000000 -0.000052 0.000000 0.000000 0.000003 0.000000 0.000000
1520.787924 -4.583758 -0.000000 -0.000000 -0.000051 -0.000000 -0.000000 0.000003 -0.000000 -0.000000 5.896290 5.896290 -36.813836 -136.956752 -0.000000 -42.661413 -137.713110 -0.000000 -30.966258 -136.200395 -0.000000 275335.688027 -4991859.886278 0.000000 275329.840451 -4991860.642636 0.000000 275341.535605 -4991859.129921 0.000000 -0.000051 0.000000 0.000000 0.000003 0.000000 0.000000
1521.121219 -4.583775 -0.000000 -0.000000 -0.000050 -0.000000 -0.000000 0.000004 -0.000000 -0.000000 5.894848 5.894848 -36.856587 -136.626211 -0.000000 -42.702747 -137.382284 -0.000000 -31.010427 -135.870137 -0.000000 275335.645276 -4991859.555737 0.000000 275329.799117 -4991860.311810 0.000000 275341.491436 -4991858.799663 0.000000 -0.000050 0.000000 0.000000 0.000004 0.000000 0.000000
1521.454514 -4.583791 -0.000000 -0.000000 -0.000049 -0.000000 -0.000000 0.000004 -0.000000 -0.000000 5.893404 5.893404 -36.899333 -136.295668 -0.000000 -42.744073 -137.051460 -0.000000 -31.054592 -135.539876 -0.000000 275335.602530 -4991859.225194 0.000000 275329.757792 -4991859.980986 0.000000 275341.447271 -4991858.469402 0.000000 -0.000049 0.000000 0.000000 0.000004 0.000000 0.000000
1521.787809 -4.583807 -0.000000 -0.000000 -0.000048 -0.000000 -0.000000 0.000004 -0.000000 -0.000000 5.891958 5.891958 -36.942073 -135.965125 -0.000000 -42.785391 -136.720637 -0.000000 -31.098754 -135.209612 -0.000000 275335.559790 -4991858.894651 0.000000 275329.716473 -4991859.650163 0.000000 275341.403109 -4991858.139138 0.000000 -0.000048 0.000000 0.000000 0.000004 0.000000 0.000000
1522.121104 -4.583823 -0.000000 -0.000000 -0.000046 -0.000000 -0.000000 0.000004 -0.000000 -0.000000 5.890511 5.890511 -36.984808 -135.634580 -0.000000 -42.826703 -136.389817 -0.000000 -31.142913 -134.879344 -0.000000 275335.517055 -4991858.564106 0.000000 275329.675161 -4991859.319342 0.000000 275341.358950 -4991857.808870 0.000000 -0.000046 0.000000 0.000000 0.000004 0.000000 0.000000
1522.454399 -4.583838 -0.000000 -0.000000 -0.000045 -0.000000 -0.000000 0.000004 -0.000000 -0.000000 5.889064 5.889064 -37.027538 -135.304036 -0.000000 -42.868009 -136.058998 -0.000000 -31.187067 -134.549074 -0.000000 275335.474325 -4991858.233562 0.000000 275329.633854 -4991858.988524 0.000000 275341.314796 -4991857.478599 0.000000 -0.000045 0.000000 0.000000 0.000004 0.000000 0.000000
1522.787695 -4.583853 -0.000000 -0.000000 -0.000043 -0.000000 -0.000000 0.000005 -0.000000 -0.000000 5.887616 5.887616 -37.070263 -134.973490 -0.000000 -42.909309 -135.728181 -0.000000 -31.231217 -134.218799 -0.000000 275335.431600 -4991857.903016 0.000000 275329.592554 -4991858.657707 0.000000 275341.270646 -4991857.148325 0.000000 -0.000043 0.000000 0.000000 0.000005 0.000000 0.000000
1523.120990 -4.583867 -0.000000 -0.000000 -0.000042 -0.000000 -0.000000 0.000005 -0.000000 -0.000000 5.886168 5.886168 -37.112984 -134.642944 -0.000000 -42.950605 -135.397367 -0.000000 -31.275362 -133.888522 -0.000000 275335.388879 -4991857.572470 0.000000 275329.551258 -4991858.326893 0.000000 275341.226501 -4991856.818047 0.000000 -0.000042 0.000000 0.000000 0.000005 0.000000 0.000000
1523.454285 -4.583880 -0.000000 -0.000000 -0.000040 -0.000000 -0.000000 0.000005 -0.000000 -0.000000 5.884721 5.884721 -37.155699 -134.312398 -0.000000 -42.991895 -135.066556 -0.000000 -31.319503 -133.558240 -0.000000 275335.346164 -4991857.241924 0.000000 275329.509968 -4991857.996082 0.000000 275341.182360 -4991856.487765 0.000000 -0.000040 0.000000 0.000000 0.000005 0.000000 0.000000
1523.787580 -4.583893 -0.000000 -0.000000 -0.000038 -0.000000 -0.000000 0.000005 -0.000000 -0.000000 5.883274 5.883274 -37.198411 -133.981851 -0.000000 -43.033182 -134.735747 -0.000000 -31.363639 -133.227954 -0.000000 275335.303453 -4991856.911376 0.000000 275329.468682 -4991857.665273 0.000000 275341.138224 -4991856.157479 0.000000 -0.000038 0.000000 0.000000 0.000005 0.000000 0.000000
1524.120875 -4.583906 -0.000000 -0.000000 -0.000036 -0.000000 -0.000000 0.000006 -0.000000 -0.000000 5.881829 5.881829 -37.241118 -133.651303 -0.000000 -43.074465 -134.404942 -0.000000 -31.407771 -132.897664 -0.000000 275335.260746 -4991856.580829 0.000000 275329.427399 -4991857.334468 0.000000 275341.094093 -4991855.827189 0.000000 -0.000036 0.000000 0.000000 0.000006 0.000000 0.000000
1524.454171 -4.583918 -0.000000 -0.000000 -0.000034 -0.000000 -0.000000 0.000006 -0.000000 -0.000000 5.880385 5.880385 -37.283821 -133.320754 -0.000000 -43.115745 -134.074140 -0.000000 -31.451897 -132.567369 -0.000000 275335.218043 -4991856.250281 0.000000 275329.386119 -4991857.003666 0.000000 275341.049967 -4991855.496894 0.000000 -0.000034 0.000000 0.000000 0.000006 0.000000 0.000000
1524.787466 -4.583929 -0.000000 -0.000000 -0.000032 -0.000000 -0.000000 0.000006 -0.000000 -0.000000 5.878943 5.878943 -37.326520 -132.990206 -0.000000 -43.157023 -133.743341 -0.000000 -31.496018 -132.237070 -0.000000 275335.175343 -4991855.919732 0.000000 275329.344840 -4991856.672867 0.000000 275341.005846 -4991855.166595 0.000000 -0.000032 0.000000 0.000000 0.000006 0.000000 0.000000
1525.120761 -4.583939 -0.000000 -0.000000 -0.000030 -0.000000 -0.000000 0.000006 -0.000000 -0.000000 5.877504 5.877504 -37.369216 -132.659656 -0.000000 -43.198299 -133.412547 -0.000000 -31.540134 -131.906766 -0.000000 275335.132647 -4991855.589182 0.000000 275329.303564 -4991856.342072 0.000000 275340.961730 -4991854.836291 0.000000 -0.000030 0.000000 0.000000 0.000006 0.000000 0.000000
1525.454057 -4.583949 -0.000000 -0.000000 -0.000028 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 5.876066 5.876066 -37.411909 -132.329107 -0.000000 -43.239573 -133.081756 -0.000000 -31.584244 -131.576457 -0.000000 275335.089954 -4991855.258633 0.000000 275329.262290 -4991856.011281 0.000000 275340.917620 -4991854.505982 0.000000 -0.000028 0.000000 0.000000 0.000007 0.000000 0.000000
1525.787352 -4.583958 -0.000000 -0.000000 -0.000026 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 5.874632 5.874632 -37.454598 -131.998557 -0.000000 -43.280847 -132.750970 -0.000000 -31.628350 -131.246144 -0.000000 275335.047265 -4991854.928083 0.000000 275329.221017 -4991855.680495 0.000000 275340.873514 -4991854.175669 0.000000 -0.000026 0.000000 0.000000 0.000007 0.000000 0.000000
1526.120647 -4.583966 -0.000000 -0.000000 -0.000024 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 5.873200 5.873200 -37.497285 -131.668006 -0.000000 -43.322120 -132.420188 -0.000000 -31.672450 -130.915825 -0.000000 275335.004578 -4991854.597532 0.000000 275329.179744 -4991855.349713 0.000000 275340.829414 -4991853.845350 0.000000 -0.000024 0.000000 0.000000 0.000007 0.000000 0.000000
1526.453942 -4.583974 -0.000000 -0.000000 -0.000021 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 5.871772 5.871772 -37.539969 -131.337455 -0.000000 -43.363393 -132.089410 -0.000000 -31.716545 -130.585500 -0.000000 275334.961894 -4991854.266981 0.000000 275329.138471 -4991855.018935 0.000000 275340.785318 -4991853.515026 0.000000 -0.000021 0.000000 0.000000 0.000007 0.000000 0.000000
1526.787238 -4.583980 -0.000000 -0.000000 -0.000019 -0.000000 -0.000000 0.000007 -0.000000 -0.000000 5.870347 5.870347 -37.582650 -131.006904 -0.000000 -43.404666 -131.758638 -0.000000 -31.760634 -130.255170 -0.000000 275334.919213 -4991853.936430 0.000000 275329.097198 -4991854.688163 0.000000 275340.741228 -4991853.184696 0.000000 -0.000019 0.000000 0.000000 0.000007 0.000000 0.000000
1527.120533 -4.583986 -0.000000 -0.000000 -0.000016 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.868926 5.868926 -37.625330 -130.676353 -0.000000 -43.445941 -131.427870 -0.000000 -31.804719 -129.924835 -0.000000 275334.876533 -4991853.605878 0.000000 275329.055923 -4991854.357395 0.000000 275340.697144 -4991852.854360 0.000000 -0.000016 0.000000 0.000000 0.000008 0.000000 0.000000
1527.453829 -4.583991 -0.000000 -0.000000 -0.000014 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.867508 5.867508 -37.668008 -130.345801 -0.000000 -43.487216 -131.097108 -0.000000 -31.848799 -129.594494 -0.000000 275334.833855 -4991853.275326 0.000000 275329.014648 -4991854.026633 0.000000 275340.653064 -4991852.524019 0.000000 -0.000014 0.000000 0.000000 0.000008 0.000000 0.000000
1527.787124 -4.583995 -0.000000 -0.000000 -0.000011 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.866095 5.866095 -37.710684 -130.015249 -0.000000 -43.528494 -130.766351 -0.000000 -31.892874 -129.264147 -0.000000 275334.791179 -4991852.944774 0.000000 275328.973370 -4991853.695876 0.000000 275340.608989 -4991852.193672 0.000000 -0.000011 0.000000 0.000000 0.000008 0.000000 0.000000
1528.120419 -4.583999 -0.000000 -0.000000 -0.000008 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.864685 5.864685 -37.753359 -129.684697 -0.000000 -43.569773 -130.435600 -0.000000 -31.936944 -128.933795 -0.000000 275334.748504 -4991852.614222 0.000000 275328.932091 -4991853.365125 0.000000 275340.564918 -4991851.863320 0.000000 -0.000008 0.000000 0.000000 0.000008 0.000000 0.000000
1528.453715 -4.584001 -0.000000 -0.000000 -0.000006 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.863280 5.863280 -37.796033 -129.354145 -0.000000 -43.611055 -130.104854 -0.000000 -31.981010 -128.603436 -0.000000 275334.705830 -4991852.283670 0.000000 275328.890809 -4991853.034379 0.000000 275340.520852 -4991851.532962 0.000000 -0.000006 0.000000 0.000000 0.000008 0.000000 0.000000
1528.787010 -4.584002 -0.000000 -0.000000 -0.000003 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.861879 5.861879 -37.838706 -129.023593 -0.000000 -43.652340 -129.774114 -0.000000 -32.025072 -128.273072 -0.000000 275334.663157 -4991851.953118 0.000000 275328.849524 -4991852.703640 0.000000 275340.476791 -4991851.202598 0.000000 -0.000003 0.000000 0.000000 0.000008 0.000000 0.000000
1529.120306 -4.584003 -0.000000 -0.000000 -0.000000 -0.000000 -0.000000 0.000008 -0.000000 -0.000000 5.860482 5.860482 -37.881379 -128.693040 -0.000000 -43.693629 -129.443380 -0.000000 -32.069130 -127.942701 -0.000000 275334.620484 -4991851.622566 0.000000 275328.808235 -4991852.372906 0.000000 275340.432733 -4991850.872227 0.000000 -0.000000 0.000000 0.000000 0.000008 0.000000 0.000000
1529.453601 -4.584002 0.000000 0.000000 0.000003 0.000000 0.000000 0.000009 0.000000 0.000000 5.859090 5.859090 -37.924053 -128.362488 0.000000 -43.734920 -129.112652 0.000000 -32.113185 -127.612324 0.000000 275334.577811 -4991851.292014 0.000000 275328.766944 -4991852.042178 0.000000 275340.388679 -4991850.541850 0.000000 0.000003 0.000000 0.000000 0.000009 0.000000 0.000000
1529.786896 -4.584001 0.000000 0.000000 0.000006 0.000000 0.000000 0.000009 0.000000 0.000000 5.857702 5.857702 -37.966726 -128.031936 0.000000 -43.776216 -128.781930 0.000000 -32.157236 -127.281942 0.000000 275334.535138 -4991850.961462 0.000000 275328.725648 -4991851.711456 0.000000 275340.344628 -4991850.211467 0.000000 0.000006 0.000000 0.000000 0.000009 0.000000 0.000000
1530.120192 -4.583999 0.000000 0.000000 0.000008 0.000000 0.000000 0.000009 0.000000 0.000000 5.856318 5.856318 -38.009400 -127.701383 0.000000 -43.817516 -128.451214 0.000000 -32.201284 -126.951553 0.000000 275334.492464 -4991850.630909 0.000000 275328.684347 -4991851.380740 0.000000 275340.300580 -4991849.881078 0.000000 0.000008 0.000000 0.000000 0.000009 0.000000 0.000000
1530.453487 -4.583995 0.000000 0.000000 0.000011 0.000000 0.000000 0.000009 0.000000 0.000000 5.854939 5.854939 -38.052075 -127.370831 0.000000 -43.858821 -128.120504 0.000000 -32.245329 -126.621158 0.000000 275334.449789 -4991850.300356 0.000000 275328.643042 -4991851.050030 0.000000 275340.256534 -4991849.550683 0.000000 0.000011 0.000000 0.000000 0.000009 0.000000 0.000000
1530.786783 -4.583991 0.000000 0.000000 0.000014 0.000000 0.000000 0.000008 0.000000 0.000000 5.853564 5.853564 -38.094751 -127.040279 0.000000 -43.900130 -127.789801 0.000000 -32.289372 -126.290758 0.000000 275334.407113 -4991849.969804 0.000000 275328.601733 -4991850.719327 0.000000 275340.212491 -4991849.220283 0.000000 0.000014 0.000000 0.000000 0.000008 0.000000 0.000000
1531.120078 -4.583986 0.000000 0.000000 0.000017 0.000000 0.000000 0.000008 0.000000 0.000000 5.852193 5.852193 -38.137429 -126.709728 0.000000 -43.941445 -127.459103 0.000000 -32.333413 -125.960352 0.000000 275334.364435 -4991849.639253 0.000000 275328.560418 -4991850.388629 0.000000 275340.168450 -4991848.889876 0.000000 0.000017 0.000000 0.000000 0.000008 0.000000 0.000000
1531.453374 -4.583980 0.000000 0.000000 0.000020 0.000000 0.000000 0.000008 0.000000 0.000000 5.850827 5.850827 -38.180109 -126.379176 0.000000 -43.982765 -127.128412 0.000000 -32.377453 -125.629940 0.000000 275334.321755 -4991849.308702 0.000000 275328.519098 -4991850.057938 0.000000 275340.124410 -4991848.559464 0.000000 0.000020 0.000000 0.000000 0.000008 0.000000 0.000000
1531.786669 -4.583973 0.000000 0.000000 0.000022 0.000000 0.000000 0.000008 0.000000 0.000000 5.849464 5.849464 -38.222791 -126.048625 0.000000 -44.024090 -126.797727 0.000000 -32.421491 -125.299522 0.000000 275334.279073 -4991848.978151 0.000000 275328.477773 -4991849.727253 0.000000 275340.080372 -4991848.229047 0.000000 0.000022 0.000000 0.000000 0.000008 0.000000 0.000000
1532.119965 -4.583965 0.000000 0.000000 0.000025 0.000000 0.000000 0.000008 0.000000 0.000000 5.848106 5.848106 -38.265475 -125.718074 0.000000 -44.065421 -126.467048 0.000000 -32.465529 -124.969100 0.000000 275334.236388 -4991848.647600 0.000000 275328.436442 -4991849.396574 0.000000 275340.036335 -4991847.898625 0.000000 0.000025 0.000000 0.000000 0.000008 0.000000 0.000000
1532.453260 -4.583956 0.000000 0.000000 0.000027 0.000000 0.000000 0.000007 0.000000 0.000000 5.846751 5.846751 -38.308162 -125.387523 0.000000 -44.106758 -126.136374 0.000000 -32.509566 -124.638672 0.000000 275334.193702 -4991848.317049 0.000000 275328.395105 -4991849.065900 0.000000 275339.992298 -4991847.568198 0.000000 0.000027 0.000000 0.000000 0.000007 0.000000 0.000000
1532.786556 -4.583947 0.000000 0.000000 0.000030 0.000000 0.000000 0.000007 0.000000 0.000000 5.845400 5.845400 -38.350852 -125.056973 0.000000 -44.148101 -125.805706 0.000000 -32.553603 -124.308239 0.000000 275334.151012 -4991847.986498 0.000000 275328.353762 -4991848.735232 0.000000 275339.948261 -4991847.237765 0.000000 0.000030 0.000000 0.000000 0.000007 0.000000 0.000000
1533.119851 -4.583936 0.000000 0.000000 0.000032 0.000000 0.000000 0.000007 0.000000 0.000000 5.844052 5.844052 -38.393545 -124.726423 0.000000 -44.189450 -125.475044 0.000000 -32.597640 -123.977802 0.000000 275334.108319 -4991847.655948 0.000000 275328.312413 -4991848.404570 0.000000 275339.904224 -4991846.907328 0.000000 0.000032 0.000000 0.000000 0.000007 0.000000 0.000000
1533.453147 -4.583925 0.000000 0.000000 0.000034 0.000000 0.000000 0.000006 0.000000 0.000000 5.842708 5.842708 -38.436242 -124.395874 0.000000 -44.230806 -125.144386 0.000000 -32.641679 -123.647361 0.000000 275334.065622 -4991847.325399 0.000000 275328.271058 -4991848.073912 0.000000 275339.860185 -4991846.576887 0.000000 0.000034 0.000000 0.000000 0.000006 0.000000 0.000000
1533.786443 -4.583914 0.000000 0.000000 0.000036 0.000000 0.000000 0.000005 0.000000 0.000000 5.841367 5.841367 -38.478943 -124.065325 0.000000 -44.272167 -124.813734 0.000000 -32.685718 -123.316915 0.000000 275334.022921 -4991846.994850 0.000000 275328.229696 -4991847.743259 0.000000 275339.816146 -4991846.246442 0.000000 0.000036 0.000000 0.000000 0.000005 0.000000 0.000000
1534.119738 -4.583901 0.000000 0.000000 0.000038 0.000000 0.000000 0.000005 0.000000 0.000000 5.840029 5.840029 -38.521647 -123.734776 0.000000 -44.313536 -124.483085 0.000000 -32.729759 -122.986467 0.000000 275333.980216 -4991846.664302 0.000000 275328.188328 -4991847.412611 0.000000 275339.772105 -4991845.915993 0.000000 0.000038 0.000000 0.000000 0.000005 0.000000 0.000000
1534.453034 -4.583888 0.000000 0.000000 0.000039 0.000000 0.000000 0.000004 0.000000 0.000000 5.838694 5.838694 -38.564356 -123.404228 0.000000 -44.354911 -124.152441 0.000000 -32.773801 -122.656016 0.000000 275333.937507 -4991846.333754 0.000000 275328.146953 -4991847.081967 0.000000 275339.728063 -4991845.585541 0.000000 0.000039 0.000000 0.000000 0.000004 0.000000 0.000000
1534.786329 -4.583875 0.000000 0.000000 0.000041 0.000000 0.000000 0.000003 0.000000 0.000000 5.837361 5.837361 -38.607069 -123.073681 0.000000 -44.396292 -123.821800 0.000000 -32.817846 -122.325562 0.000000 275333.894793 -4991846.003207 0.000000 275328.105571 -4991846.751325 0.000000 275339.684018 -4991845.255088 0.000000 0.000041 0.000000 0.000000 0.000003 0.000000 0.000000
1535.119625 -4.583861 0.000000 0.000000 0.000041 0.000000 0.000000 0.000002 0.000000 0.000000 5.836031 5.836031 -38.649787 -122.743134 0.000000 -44.437681 -123.491162 0.000000 -32.861893 -121.995107 0.000000 275333.852076 -4991845.672659 0.000000 275328.064182 -4991846.420687 0.000000 275339.639971 -4991844.924633 0.000000 0.000041 0.000000 0.000000 0.000002 0.000000 0.000000
1535.452921 -4.583848 0.000000 0.000000 0.000042 0.000000 0.000000 0.000001 0.000000 0.000000 5.834703 5.834703 -38.692509 -122.412588 0.000000 -44.479076 -123.160526 0.000000 -32.905942 -121.664650 0.000000 275333.809354 -4991845.342113 0.000000 275328.022787 -4991846.090051 0.000000 275339.595922 -4991844.594176 0.000000 0.000042 0.000000 0.000000 0.000001 0.000000 0.000000
1535.786216 -4.583833 0.000000 0.000000 0.000042 0.000000 0.000000 0.000000 0.000000 0.000000 5.833378 5.833378 -38.735236 -122.082042 0.000000 -44.520477 -122.829891 0.000000 -32.949994 -121.334193 0.000000 275333.766628 -4991845.011568 0.000000 275327.981386 -4991845.759417 0.000000 275339.551869 -4991844.263719 0.000000 0.000042 0.000000 0.000000 0.000000 0.000000 0.000000
1536.119512 -4.583819 0.000000 0.000000 0.000042 0.000000 0.000000 -0.000001 0.000000 0.000000 5.832054 5.832054 -38.777967 -121.751497 0.000000 -44.561885 -122.499258 0.000000 -32.994049 -121.003737 0.000000 275333.723897 -4991844.681023 0.000000 275327.939978 -4991845.428783 0.000000 275339.507814 -4991843.933262 0.000000 0.000042 0.000000 0.000000 -0.000001 0.000000 0.000000
1536.452807 -4.583805 0.000000 0.000000 0.000042 0.000000 0.000000 -0.000002 0.000000 0.000000 5.830732 5.830732 -38.820703 -121.420953 0.000000 -44.603300 -122.168625 0.000000 -33.038106 -120.673281 0.000000 275333.681161 -4991844.350479 0.000000 275327.898564 -4991845.098151 0.000000 275339.463757 -4991843.602806 0.000000 0.000042 0.000000 0.000000 -0.000002 0.000000 0.000000
1536.786103 -4.583792 0.000000 0.000000 0.000041 0.000000 0.000000 -0.000003 0.000000 0.000000 5.829412 5.829412 -38.863444 -121.090409 0.000000 -44.644721 -121.837991 0.000000 -33.082166 -120.342827 0.000000 275333.638420 -4991844.019935 0.000000 275327.857143 -4991844.767517 0.000000 275339.419697 -4991843.272352 0.000000 0.000041 0.000000 0.000000 -0.000003 0.000000 0.000000
1537.119399 -4.583778 0.000000 0.000000 0.000039 0.000000 0.000000 -0.000005 0.000000 0.000000 5.828094 5.828094 -38.906189 -120.759866 0.000000 -44.686148 -121.507355 0.000000 -33.126229 -120.012376 0.000000 275333.595675 -4991843.689391 0.000000 275327.815715 -4991844.436881 0.000000 275339.375635 -4991842.941902 0.000000 0.000039 0.000000 0.000000 -0.000005 0.000000 0.000000
1537.452694 -4.583766 0.000000 0.000000 0.000037 0.000000 0.000000 -0.000006 0.000000 0.000000 5.826776 5.826776 -38.948938 -120.429323 0.000000 -44.727582 -121.176717 0.000000 -33.170294 -119.681929 0.000000 275333.552925 -4991843.358848 0.000000 275327.774281 -4991844.106243 0.000000 275339.331570 -4991842.611455 0.000000 0.000037 0.000000 0.000000 -0.000006 0.000000 0.000000
1537.785990 -4.583754 0.000000 0.000000 0.000035 0.000000 0.000000 -0.000008 0.000000 0.000000 5.825460 5.825460 -38.991692 -120.098781 0.000000 -44.769021 -120.846076 0.000000 -33.214362 -119.351485 0.000000 275333.510171 -4991843.028306 0.000000 275327.732842 -4991843.775602 0.000000 275339.287502 -4991842.281012 0.000000 0.000035 0.000000 0.000000 -0.000008 0.000000 0.000000
1538.119286 -4.583742 0.000000 0.000000 0.000032 0.000000 0.000000 -0.000009 0.000000 0.000000 5.824145 5.824145 -39.034449 -119.768239 0.000000 -44.810466 -120.515431 0.000000 -33.258432 -119.021048 0.000000 275333.467414 -4991842.697764 0.000000 275327.691397 -4991843.444956 0.000000 275339.243433 -4991841.950574 0.000000 0.000032 0.000000 0.000000 -0.000009 0.000000 0.000000
1538.452582 -4.583732 0.000000 0.000000 0.000029 0.000000 0.000000 -0.000011 0.000000 0.000000 5.822832 5.822832 -39.077210 -119.437698 0.000000 -44.851916 -120.184780 0.000000 -33.302503 -118.690616 0.000000 275333.424653 -4991842.367223 0.000000 275327.649947 -4991843.114305 0.000000 275339.199361 -4991841.620142 0.000000 0.000029 0.000000 0.000000 -0.000011 0.000000 0.000000
1538.785877 -4.583723 0.000000 0.000000 0.000025 0.000000 0.000000 -0.000012 0.000000 0.000000 5.821518 5.821518 -39.119974 -119.107157 0.000000 -44.893371 -119.854122 0.000000 -33.346576 -118.360191 0.000000 275333.381889 -4991842.036682 0.000000 275327.608492 -4991842.783647 0.000000 275339.155288 -4991841.289717 0.000000 0.000025 0.000000 0.000000 -0.000012 0.000000 0.000000
1539.119173 -4.583716 0.000000 0.000000 0.000021 0.000000 0.000000 -0.000014 0.000000 0.000000 5.820206 5.820206 -39.162741 -118.776616 0.000000 -44.934831 -119.523458 0.000000 -33.390650 -118.029775 0.000000 275333.339123 -4991841.706142 0.000000 275327.567032 -4991842.452982 0.000000 275339.111213 -4991840.959301 0.000000 0.000021 0.000000 0.000000 -0.000014 0.000000 0.000000
1539.452469 -4.583709 0.000000 0.000000 0.000016 0.000000 0.000000 -0.000016 0.000000 0.000000 5.818894 5.818894 -39.205510 -118.446076 0.000000 -44.976295 -119.192784 0.000000 -33.434725 -117.699368 0.000000 275333.296354 -4991841.375602 0.000000 275327.525569 -4991842.122309 0.000000 275339.067138 -4991840.628894 0.000000 0.000016 0.000000 0.000000 -0.000016 0.000000 0.000000
1539.785764 -4.583705 0.000000 0.000000 0.000010 0.000000 0.000000 -0.000017 0.000000 0.000000 5.817583 5.817583 -39.248280 -118.115536 0.000000 -45.017762 -118.862101 0.000000 -33.478799 -117.368971 0.000000 275333.253583 -4991841.045062 0.000000 275327.484101 -4991841.791626 0.000000 275339.023064 -4991840.298496 0.000000 0.000010 0.000000 0.000000 -0.000017 0.000000 0.000000
1540.119060 -4.583703 0.000000 0.000000 0.000004 0.000000 0.000000 -0.000019 0.000000 0.000000 5.816272 5.816272 -39.291052 -117.784996 0.000000 -45.059232 -118.531407 0.000000 -33.522873 -117.038586 0.000000 275333.210811 -4991840.714522 0.000000 275327.442631 -4991841.460932 0.000000 275338.978990 -4991839.968111 0.000000 0.000004 0.000000 0.000000 -0.000019 0.000000 0.000000
